timestamp,metric,pod,value
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-64fsn,2708
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-cwd94,2534
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-5mbxl,2712
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-kql7g,2686
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-j48w5,1957
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,0
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,0
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,0
2026-02-17T16:26:13+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-cx82n,4384
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-wtsw4,4333
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-h4qwc,4317
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-nrlbp,4511
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-h9hqz,3746
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-56r2c,3640
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-fq5b9,2706
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-xq7cp,2666
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-64fsn,2708
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-cwd94,2534
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-5mbxl,2712
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-kql7g,2686
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-j48w5,1957
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,0
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,0
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,0
2026-02-17T16:26:18+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-wtsw4,4333
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-h4qwc,4317
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-nrlbp,4511
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-56r2c,3640
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-fq5b9,2706
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-xq7cp,2666
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-cwd94,2534
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-5mbxl,2712
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-kql7g,2686
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-j48w5,1957
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,0
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,0
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,0
2026-02-17T16:26:24+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-wtsw4,4333
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-h4qwc,4317
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-nrlbp,4511
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-fq5b9,2706
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-xq7cp,2666
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-cwd94,2534
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-5mbxl,2712
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-kql7g,2686
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-j48w5,1957
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,0
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,0
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,0
2026-02-17T16:26:29+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-nrlbp,4511
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-fq5b9,2706
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-xq7cp,2666
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-kql7g,2686
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-j48w5,1957
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,0
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,0
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,0
2026-02-17T16:26:34+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-nrlbp,4511
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-fq5b9,2706
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-xq7cp,2666
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-kql7g,2686
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-j48w5,1957
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,0
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,0
2026-02-17T16:26:39+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-nrlbp,4511
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-fq5b9,2706
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-xq7cp,2666
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-j48w5,1957
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,0
2026-02-17T16:26:44+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-nrlbp,4511
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-fq5b9,2706
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-xq7cp,2666
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-j48w5,1957
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,0
2026-02-17T16:26:49+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-xq7cp,2666
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-slhq6,2797
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-gnsdg,2611
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-9fpln,2622
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:26:54+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-k547c,2766
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:26:59+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-x4q9v,3458
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-br2dp,2705
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-m65b2,2768
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-jpb66,2565
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:04+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,0
2026-02-17T16:27:09+05:30,http_requests_total,cpu-app-bcc7f4b9c-wfblc,2676
2026-02-17T16:27:09+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:27:09+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:27:09+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:27:09+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:09+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:15+05:30,http_requests_total,cpu-app-bcc7f4b9c-9blwb,2556
2026-02-17T16:27:15+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:27:15+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:27:15+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:15+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:20+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:27:20+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:27:20+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:20+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:25+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:27:25+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:27:25+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:25+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:30+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,218
2026-02-17T16:27:30+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:27:30+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:30+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:35+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,805
2026-02-17T16:27:35+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,319
2026-02-17T16:27:35+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:35+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:40+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,805
2026-02-17T16:27:40+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,881
2026-02-17T16:27:40+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:40+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:45+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,805
2026-02-17T16:27:45+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,881
2026-02-17T16:27:45+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,405
2026-02-17T16:27:45+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:45+05:30,http_requests_total,cpu-app-bcc7f4b9c-lv9hb,218
2026-02-17T16:27:45+05:30,http_requests_total,cpu-app-bcc7f4b9c-zkpgq,77
2026-02-17T16:27:45+05:30,http_requests_total,cpu-app-bcc7f4b9c-l8qbw,252
2026-02-17T16:27:45+05:30,http_requests_total,cpu-app-bcc7f4b9c-nlkw7,0
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,805
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,881
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,960
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-lv9hb,218
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-zkpgq,77
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-l8qbw,252
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-nlkw7,0
2026-02-17T16:27:50+05:30,http_requests_total,cpu-app-bcc7f4b9c-8xpkw,0
2026-02-17T16:27:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-lwrgj,805
2026-02-17T16:27:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-2lhxw,881
2026-02-17T16:27:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-cml59,960
2026-02-17T16:27:55+05:30,http_requests_total,cpu-app-bcc7f4b9c-6bdcq,581
